{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.6, 'state': 'normal', 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'depth': 1.614, 'yaw': 0.01, 'datetime': '2018-12-18 17:41:42.734104', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.12, 'flw0': 0.2, 'time': 1.26, 'compass': 99.79, 'pitch': -0.96, 'roll': 1.55}
{'lipoC2': 0.15, 'temp': 0.0, 'lipoC3S3': 12.25, 'state': 'normal', 'rot1': 30, 'rot0': 21, 'rot3': 0, 'rot2': 0, 'depth': 1.233, 'yaw': -72.74, 'datetime': '2018-12-18 17:41:48.148332', 'mgs': 0, 'flw2': 2.92, 'flw1': 0.38, 'flw0': 0.0, 'time': 6.66, 'compass': 27.03, 'pitch': 2.74, 'roll': 0.07}
{'lipoC2': 0.04, 'temp': 0.0, 'lipoC3S3': 12.46, 'state': 'normal', 'rot1': 30, 'rot0': 23, 'rot3': 0, 'rot2': 0, 'depth': -0.903, 'yaw': -71.67, 'datetime': '2018-12-18 17:41:48.359631', 'mgs': 0, 'flw2': 2.86, 'flw1': 0.47, 'flw0': 0.01, 'time': 6.87, 'compass': 28.1, 'pitch': 1.54, 'roll': 0.74}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.21, 'state': 'normal', 'rot1': 30, 'rot0': 26, 'rot3': 0, 'rot2': 0, 'depth': 0.47, 'yaw': -68.6, 'datetime': '2018-12-18 17:41:48.573029', 'mgs': 0, 'flw2': 3.0, 'flw1': 0.0, 'flw0': 0.0, 'time': 7.08, 'compass': 31.18, 'pitch': 0.87, 'roll': 1.43}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.48, 'state': 'normal', 'rot1': 30, 'rot0': 28, 'rot3': 0, 'rot2': 0, 'depth': 1.538, 'yaw': -64.26, 'datetime': '2018-12-18 17:41:48.778779', 'mgs': 0, 'flw2': 0.51, 'flw1': 0.29, 'flw0': 0.12, 'time': 7.29, 'compass': 35.51, 'pitch': 1.14, 'roll': 1.85}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.58, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': -59.97, 'datetime': '2018-12-18 17:41:48.986531', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.2, 'time': 7.5, 'compass': 39.81, 'pitch': 0.75, 'roll': 1.95}
{'lipoC2': 0.09, 'temp': 0.0, 'lipoC3S3': 12.42, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': 1.843, 'yaw': -56.85, 'datetime': '2018-12-18 17:41:49.195849', 'mgs': 0, 'flw2': 0.11, 'flw1': 0.0, 'flw0': 0.07, 'time': 7.71, 'compass': 42.92, 'pitch': -0.49, 'roll': 1.59}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': 0.47, 'yaw': -54.4, 'datetime': '2018-12-18 17:41:49.403904', 'mgs': 0, 'flw2': 0.06, 'flw1': 0.0, 'flw0': 0.12, 'time': 7.91, 'compass': 45.37, 'pitch': -1.09, 'roll': 1.09}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.3, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': 1.157, 'yaw': -52.51, 'datetime': '2018-12-18 17:41:49.614202', 'mgs': 0, 'flw2': 0.12, 'flw1': 0.26, 'flw0': 0.0, 'time': 8.12, 'compass': 47.27, 'pitch': -0.87, 'roll': 0.79}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.54, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': -50.84, 'datetime': '2018-12-18 17:41:49.822534', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.21, 'flw0': 0.16, 'time': 8.33, 'compass': 48.93, 'pitch': -0.7, 'roll': 0.78}
{'lipoC2': 0.03, 'temp': 0.0, 'lipoC3S3': 12.26, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': 0.394, 'yaw': -49.41, 'datetime': '2018-12-18 17:41:50.035699', 'mgs': 0, 'flw2': 0.2, 'flw1': 0.0, 'flw0': 0.0, 'time': 8.54, 'compass': 50.36, 'pitch': -1.22, 'roll': 0.81}
{'lipoC2': 0.06, 'temp': 0.0, 'lipoC3S3': 12.43, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': -1.437, 'yaw': -48.15, 'datetime': '2018-12-18 17:41:50.244998', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.41, 'flw0': 0.0, 'time': 8.75, 'compass': 51.63, 'pitch': -1.83, 'roll': 0.85}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': 1.614, 'yaw': -47.06, 'datetime': '2018-12-18 17:41:50.450325', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.15, 'flw0': 0.18, 'time': 8.96, 'compass': 52.72, 'pitch': -1.85, 'roll': 0.81}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.48, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': 1.309, 'yaw': -45.99, 'datetime': '2018-12-18 17:41:50.658909', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.26, 'flw0': 0.11, 'time': 9.17, 'compass': 53.78, 'pitch': -1.59, 'roll': 0.62}
{'lipoC2': 0.14, 'temp': 0.0, 'lipoC3S3': 12.3, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': -0.98, 'yaw': -45.01, 'datetime': '2018-12-18 17:41:50.866112', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.2, 'time': 9.37, 'compass': 54.76, 'pitch': -1.62, 'roll': 0.47}
{'lipoC2': 0.09, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 30, 'rot0': 29, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': -44.12, 'datetime': '2018-12-18 17:41:51.076359', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.17, 'time': 9.58, 'compass': 55.65, 'pitch': -1.96, 'roll': 0.5}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 32, 'rot0': 30, 'rot3': 0, 'rot2': 0, 'depth': 1.843, 'yaw': -43.15, 'datetime': '2018-12-18 17:41:51.282810', 'mgs': 0, 'flw2': 2.75, 'flw1': 0.0, 'flw0': 2.33, 'time': 9.79, 'compass': 56.63, 'pitch': -2.49, 'roll': 0.61}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.19, 'state': 'normal', 'rot1': 34, 'rot0': 32, 'rot3': 0, 'rot2': 0, 'depth': 0.241, 'yaw': -42.27, 'datetime': '2018-12-18 17:41:51.494594', 'mgs': 0, 'flw2': 0.24, 'flw1': 0.0, 'flw0': 2.64, 'time': 10.0, 'compass': 57.51, 'pitch': -3.55, 'roll': 0.69}
{'lipoC2': 0.08, 'temp': 0.0, 'lipoC3S3': 12.43, 'state': 'normal', 'rot1': 35, 'rot0': 32, 'rot3': 0, 'rot2': 0, 'depth': -1.743, 'yaw': -40.99, 'datetime': '2018-12-18 17:41:51.705693', 'mgs': 0, 'flw2': 0.05, 'flw1': 0.0, 'flw0': 0.01, 'time': 10.21, 'compass': 58.79, 'pitch': -3.18, 'roll': 0.72}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.48, 'state': 'normal', 'rot1': 35, 'rot0': 32, 'rot3': 0, 'rot2': 0, 'depth': 1.385, 'yaw': -39.82, 'datetime': '2018-12-18 17:41:51.911247', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.32, 'flw0': 0.1, 'time': 10.42, 'compass': 59.96, 'pitch': -1.34, 'roll': 0.47}
{'lipoC2': 0.11, 'temp': 0.0, 'lipoC3S3': 12.38, 'state': 'normal', 'rot1': 35, 'rot0': 32, 'rot3': 0, 'rot2': 0, 'depth': -1.666, 'yaw': -38.84, 'datetime': '2018-12-18 17:41:52.118744', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.16, 'time': 10.63, 'compass': 60.94, 'pitch': -0.64, 'roll': 0.39}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.52, 'state': 'normal', 'rot1': 35, 'rot0': 33, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': -37.96, 'datetime': '2018-12-18 17:41:52.330851', 'mgs': 0, 'flw2': 2.66, 'flw1': 0.32, 'flw0': 0.1, 'time': 10.83, 'compass': 61.82, 'pitch': -1.34, 'roll': 0.55}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.43, 'state': 'normal', 'rot1': 35, 'rot0': 35, 'rot3': 0, 'rot2': 0, 'depth': -1.208, 'yaw': -34.62, 'datetime': '2018-12-18 17:41:52.535393', 'mgs': 0, 'flw2': 2.87, 'flw1': 0.0, 'flw0': 0.09, 'time': 11.04, 'compass': 65.16, 'pitch': -0.35, 'roll': 1.39}
{'lipoC2': 0.03, 'temp': 0.0, 'lipoC3S3': 12.27, 'state': 'normal', 'rot1': 35, 'rot0': 38, 'rot3': 0, 'rot2': 0, 'depth': 0.394, 'yaw': -28.5, 'datetime': '2018-12-18 17:41:52.748283', 'mgs': 0, 'flw2': 3.08, 'flw1': 0.0, 'flw0': 0.0, 'time': 11.25, 'compass': 71.28, 'pitch': 1.88, 'roll': 2.28}
{'lipoC2': 0.04, 'temp': 0.0, 'lipoC3S3': 12.46, 'state': 'normal', 'rot1': 35, 'rot0': 40, 'rot3': 0, 'rot2': 0, 'depth': -1.285, 'yaw': -20.76, 'datetime': '2018-12-18 17:41:52.961905', 'mgs': 0, 'flw2': 2.75, 'flw1': 0.44, 'flw0': 0.0, 'time': 11.46, 'compass': 79.01, 'pitch': 2.75, 'roll': 2.69}
{'lipoC2': 0.11, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 35, 'rot0': 42, 'rot3': 0, 'rot2': 0, 'depth': 1.843, 'yaw': -12.7, 'datetime': '2018-12-18 17:41:53.169350', 'mgs': 0, 'flw2': 2.82, 'flw1': 0.0, 'flw0': 0.16, 'time': 11.67, 'compass': 87.08, 'pitch': 2.21, 'roll': 2.84}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.46, 'state': 'normal', 'rot1': 35, 'rot0': 45, 'rot3': 0, 'rot2': 0, 'depth': 1.004, 'yaw': -3.48, 'datetime': '2018-12-18 17:41:53.373311', 'mgs': 0, 'flw2': 2.69, 'flw1': 0.41, 'flw0': 0.02, 'time': 11.88, 'compass': 96.29, 'pitch': 1.83, 'roll': 3.07}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 35, 'rot0': 46, 'rot3': 0, 'rot2': 0, 'depth': -0.217, 'yaw': 5.87, 'datetime': '2018-12-18 17:41:53.583764', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.06, 'flw0': 0.2, 'time': 12.09, 'compass': 105.65, 'pitch': 1.92, 'roll': 3.17}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.22, 'state': 'normal', 'rot1': 35, 'rot0': 46, 'rot3': 0, 'rot2': 0, 'depth': 0.47, 'yaw': 13.56, 'datetime': '2018-12-18 17:41:53.789966', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.29, 'flw0': 0.13, 'time': 12.3, 'compass': 113.33, 'pitch': 0.89, 'roll': 2.92}
{'lipoC2': 0.09, 'temp': 0.0, 'lipoC3S3': 12.42, 'state': 'normal', 'rot1': 35, 'rot0': 46, 'rot3': 0, 'rot2': 0, 'depth': -1.743, 'yaw': 19.87, 'datetime': '2018-12-18 17:41:54.000995', 'mgs': 0, 'flw2': 0.04, 'flw1': 0.0, 'flw0': 0.12, 'time': 12.5, 'compass': 119.65, 'pitch': 0.03, 'roll': 2.69}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 35, 'rot0': 47, 'rot3': 0, 'rot2': 0, 'depth': 0.165, 'yaw': 25.81, 'datetime': '2018-12-18 17:41:54.207793', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.09, 'flw0': 0.21, 'time': 12.71, 'compass': 125.59, 'pitch': -0.12, 'roll': 2.58}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.58, 'state': 'normal', 'rot1': 35, 'rot0': 47, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': 31.27, 'datetime': '2018-12-18 17:41:54.416376', 'mgs': 0, 'flw2': 0.17, 'flw1': 0.06, 'flw0': 0.0, 'time': 12.92, 'compass': 131.05, 'pitch': 0.06, 'roll': 2.65}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.52, 'state': 'normal', 'rot1': 35, 'rot0': 47, 'rot3': 0, 'rot2': 0, 'depth': 1.538, 'yaw': 36.36, 'datetime': '2018-12-18 17:41:54.624131', 'mgs': 0, 'flw2': 0.18, 'flw1': 0.0, 'flw0': 0.16, 'time': 13.13, 'compass': 136.14, 'pitch': -0.15, 'roll': 2.65}
{'lipoC2': 0.01, 'temp': 0.0, 'lipoC3S3': 12.29, 'state': 'normal', 'rot1': 35, 'rot0': 47, 'rot3': 0, 'rot2': 0, 'depth': 0.241, 'yaw': 40.89, 'datetime': '2018-12-18 17:41:54.833682', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.23, 'flw0': 0.13, 'time': 13.34, 'compass': 140.67, 'pitch': -0.6, 'roll': 2.61}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 35, 'rot0': 47, 'rot3': 0, 'rot2': 0, 'depth': 1.614, 'yaw': 45.37, 'datetime': '2018-12-18 17:41:55.042559', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.09, 'flw0': 0.21, 'time': 13.55, 'compass': 145.15, 'pitch': -0.92, 'roll': 2.45}
{'lipoC2': 0.02, 'temp': 0.0, 'lipoC3S3': 12.25, 'state': 'normal', 'rot1': 35, 'rot0': 47, 'rot3': 0, 'rot2': 0, 'depth': 0.165, 'yaw': 49.62, 'datetime': '2018-12-18 17:41:55.251724', 'mgs': 0, 'flw2': 2.04, 'flw1': 0.26, 'flw0': 0.13, 'time': 13.75, 'compass': 149.4, 'pitch': -0.84, 'roll': 2.08}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.46, 'state': 'normal', 'rot1': 35, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.157, 'yaw': 55.09, 'datetime': '2018-12-18 17:41:55.461218', 'mgs': 0, 'flw2': 0.06, 'flw1': 0.32, 'flw0': 0.11, 'time': 13.96, 'compass': 154.87, 'pitch': 0.19, 'roll': 2.03}
{'lipoC2': 0.1, 'temp': 0.0, 'lipoC3S3': 12.17, 'state': 'normal', 'rot1': 35, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 0.623, 'yaw': 61.87, 'datetime': '2018-12-18 17:41:55.670790', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.15, 'flw0': 0.2, 'time': 14.17, 'compass': 161.65, 'pitch': 0.89, 'roll': 2.4}
{'lipoC2': 0.04, 'temp': 0.0, 'lipoC3S3': 12.46, 'state': 'normal', 'rot1': 35, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': -1.437, 'yaw': 67.65, 'datetime': '2018-12-18 17:41:55.879218', 'mgs': 0, 'flw2': 0.2, 'flw1': 0.0, 'flw0': 0.0, 'time': 14.38, 'compass': 167.42, 'pitch': -0.11, 'roll': 2.44}
{'lipoC2': 0.06, 'temp': 0.0, 'lipoC3S3': 12.19, 'state': 'normal', 'rot1': 35, 'rot0': 50, 'rot3': 0, 'rot2': 0, 'depth': 1.385, 'yaw': 73.03, 'datetime': '2018-12-18 17:41:56.087611', 'mgs': 0, 'flw2': 0.16, 'flw1': 0.0, 'flw0': 0.0, 'time': 14.59, 'compass': 172.81, 'pitch': -1.05, 'roll': 2.09}
