{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.36, 'state': 'normal', 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'depth': -0.598, 'yaw': 0.0, 'datetime': '2018-12-12 14:17:06.573691', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.38, 'flw0': 0.0, 'time': 1.26, 'compass': -28.14, 'pitch': -1.29, 'roll': 0.57}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.3, 'state': 'normal', 'rot1': 410, 'rot0': 385, 'rot3': 84, 'rot2': 81, 'depth': 1.157, 'yaw': -154.36, 'datetime': '2018-12-12 14:17:48.514279', 'mgs': 0, 'flw2': 0.54, 'flw1': 2.78, 'flw0': 3.02, 'time': 43.13, 'compass': 177.5, 'pitch': 1.41, 'roll': 0.04}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.38, 'state': 'normal', 'rot1': 413, 'rot0': 387, 'rot3': 85, 'rot2': 82, 'depth': -1.208, 'yaw': -153.41, 'datetime': '2018-12-12 14:17:48.728783', 'mgs': 0, 'flw2': 0.66, 'flw1': 0.09, 'flw0': 2.75, 'time': 43.34, 'compass': 178.45, 'pitch': 2.45, 'roll': -0.44}
{'lipoC2': 7.48, 'temp': 0.0, 'lipoC3S3': 11.1, 'state': 'normal', 'rot1': 415, 'rot0': 389, 'rot3': 85, 'rot2': 82, 'depth': -0.522, 'yaw': -152.96, 'datetime': '2018-12-12 14:17:48.941432', 'mgs': 0, 'flw2': 2.7, 'flw1': 2.49, 'flw0': 0.62, 'time': 43.56, 'compass': 178.89, 'pitch': 1.89, 'roll': -0.02}
{'lipoC2': 7.48, 'temp': 0.0, 'lipoC3S3': 11.07, 'state': 'normal', 'rot1': 416, 'rot0': 391, 'rot3': 86, 'rot2': 83, 'depth': 0.317, 'yaw': -150.08, 'datetime': '2018-12-12 14:17:49.150396', 'mgs': 0, 'flw2': 2.8, 'flw1': 3.05, 'flw0': 0.52, 'time': 43.76, 'compass': -178.22, 'pitch': 0.88, 'roll': 1.29}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.52, 'state': 'normal', 'rot1': 417, 'rot0': 394, 'rot3': 86, 'rot2': 83, 'depth': -0.14, 'yaw': -145.53, 'datetime': '2018-12-12 14:17:49.358072', 'mgs': 0, 'flw2': 2.5, 'flw1': 0.0, 'flw0': 0.67, 'time': 43.97, 'compass': -173.67, 'pitch': 0.89, 'roll': 2.23}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.13, 'state': 'normal', 'rot1': 419, 'rot0': 396, 'rot3': 87, 'rot2': 84, 'depth': -0.14, 'yaw': -140.12, 'datetime': '2018-12-12 14:17:49.570958', 'mgs': 0, 'flw2': 2.86, 'flw1': 2.2, 'flw0': 0.48, 'time': 44.19, 'compass': -168.27, 'pitch': 1.39, 'roll': 2.09}
{'lipoC2': 7.5, 'temp': 0.0, 'lipoC3S3': 11.02, 'state': 'normal', 'rot1': 421, 'rot0': 399, 'rot3': 87, 'rot2': 84, 'depth': -1.437, 'yaw': -133.72, 'datetime': '2018-12-12 14:17:49.783383', 'mgs': 0, 'flw2': 2.69, 'flw1': 3.19, 'flw0': 0.77, 'time': 44.4, 'compass': -161.86, 'pitch': 1.55, 'roll': 1.17}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.25, 'state': 'normal', 'rot1': 422, 'rot0': 401, 'rot3': 88, 'rot2': 85, 'depth': 1.309, 'yaw': -126.98, 'datetime': '2018-12-12 14:17:49.993535', 'mgs': 0, 'flw2': 2.75, 'flw1': 0.0, 'flw0': 0.99, 'time': 44.61, 'compass': -155.12, 'pitch': 1.3, 'roll': 0.52}
{'lipoC2': 7.43, 'temp': 0.0, 'lipoC3S3': 11.13, 'state': 'normal', 'rot1': 424, 'rot0': 403, 'rot3': 89, 'rot2': 86, 'depth': -0.598, 'yaw': -119.97, 'datetime': '2018-12-12 14:17:50.203171', 'mgs': 0, 'flw2': 2.55, 'flw1': 3.02, 'flw0': 0.61, 'time': 44.82, 'compass': -148.12, 'pitch': 1.3, 'roll': 0.51}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.25, 'state': 'normal', 'rot1': 425, 'rot0': 405, 'rot3': 89, 'rot2': 86, 'depth': 0.012, 'yaw': -112.73, 'datetime': '2018-12-12 14:17:50.412791', 'mgs': 0, 'flw2': 2.33, 'flw1': 3.98, 'flw0': 0.66, 'time': 45.03, 'compass': -140.87, 'pitch': 1.35, 'roll': 0.88}
{'lipoC2': 7.56, 'temp': 0.0, 'lipoC3S3': 11.3, 'state': 'normal', 'rot1': 427, 'rot0': 408, 'rot3': 90, 'rot2': 87, 'depth': -0.827, 'yaw': -105.46, 'datetime': '2018-12-12 14:17:50.624270', 'mgs': 0, 'flw2': 2.43, 'flw1': 0.0, 'flw0': 0.51, 'time': 45.24, 'compass': -133.6, 'pitch': 1.08, 'roll': 1.44}
{'lipoC2': 7.5, 'temp': 0.0, 'lipoC3S3': 11.15, 'state': 'normal', 'rot1': 428, 'rot0': 410, 'rot3': 91, 'rot2': 88, 'depth': -0.98, 'yaw': -97.81, 'datetime': '2018-12-12 14:17:50.834610', 'mgs': 0, 'flw2': 2.8, 'flw1': 2.55, 'flw0': 0.63, 'time': 45.45, 'compass': -125.96, 'pitch': 0.75, 'roll': 1.79}
{'lipoC2': 7.48, 'temp': 0.0, 'lipoC3S3': 11.06, 'state': 'normal', 'rot1': 430, 'rot0': 413, 'rot3': 91, 'rot2': 88, 'depth': -1.056, 'yaw': -90.16, 'datetime': '2018-12-12 14:17:51.044970', 'mgs': 0, 'flw2': 2.71, 'flw1': 3.25, 'flw0': 0.61, 'time': 45.66, 'compass': -118.3, 'pitch': 1.0, 'roll': 1.73}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.6, 'state': 'normal', 'rot1': 431, 'rot0': 415, 'rot3': 92, 'rot2': 89, 'depth': 1.08, 'yaw': -82.55, 'datetime': '2018-12-12 14:17:51.257575', 'mgs': 0, 'flw2': 2.43, 'flw1': 0.0, 'flw0': 0.77, 'time': 45.87, 'compass': -110.69, 'pitch': 1.24, 'roll': 1.37}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.58, 'state': 'normal', 'rot1': 432, 'rot0': 417, 'rot3': 93, 'rot2': 90, 'depth': 1.462, 'yaw': -74.88, 'datetime': '2018-12-12 14:17:51.468214', 'mgs': 0, 'flw2': 2.38, 'flw1': 2.99, 'flw0': 0.67, 'time': 46.08, 'compass': -103.02, 'pitch': 0.95, 'roll': 1.11}
{'lipoC2': 7.27, 'temp': 0.0, 'lipoC3S3': 11.29, 'state': 'normal', 'rot1': 434, 'rot0': 420, 'rot3': 93, 'rot2': 90, 'depth': -0.522, 'yaw': -66.83, 'datetime': '2018-12-12 14:17:51.677986', 'mgs': 0, 'flw2': 2.5, 'flw1': 3.93, 'flw0': 0.59, 'time': 46.29, 'compass': -94.98, 'pitch': 0.65, 'roll': 1.35}
{'lipoC2': 7.38, 'temp': 0.0, 'lipoC3S3': 11.22, 'state': 'normal', 'rot1': 435, 'rot0': 422, 'rot3': 94, 'rot2': 91, 'depth': 0.775, 'yaw': -58.48, 'datetime': '2018-12-12 14:17:51.890311', 'mgs': 0, 'flw2': 2.43, 'flw1': 0.0, 'flw0': 0.98, 'time': 46.5, 'compass': -86.62, 'pitch': 0.95, 'roll': 1.94}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.18, 'state': 'normal', 'rot1': 436, 'rot0': 425, 'rot3': 94, 'rot2': 91, 'depth': -0.217, 'yaw': -49.99, 'datetime': '2018-12-12 14:17:52.097230', 'mgs': 0, 'flw2': 2.72, 'flw1': 2.34, 'flw0': 0.9, 'time': 46.71, 'compass': -78.14, 'pitch': 1.26, 'roll': 2.39}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.1, 'state': 'normal', 'rot1': 438, 'rot0': 427, 'rot3': 95, 'rot2': 92, 'depth': 0.089, 'yaw': -41.12, 'datetime': '2018-12-12 14:17:52.307593', 'mgs': 0, 'flw2': 2.59, 'flw1': 3.22, 'flw0': 0.95, 'time': 46.92, 'compass': -69.26, 'pitch': 1.09, 'roll': 2.26}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.59, 'state': 'normal', 'rot1': 439, 'rot0': 429, 'rot3': 96, 'rot2': 93, 'depth': -0.064, 'yaw': -32.33, 'datetime': '2018-12-12 14:17:52.518594', 'mgs': 0, 'flw2': 2.61, 'flw1': 0.0, 'flw0': 0.81, 'time': 47.13, 'compass': -60.47, 'pitch': 0.41, 'roll': 2.15}
{'lipoC2': 7.5, 'temp': 0.0, 'lipoC3S3': 11.03, 'state': 'normal', 'rot1': 440, 'rot0': 432, 'rot3': 96, 'rot2': 93, 'depth': 0.851, 'yaw': -23.85, 'datetime': '2018-12-12 14:17:52.729176', 'mgs': 0, 'flw2': 2.25, 'flw1': 2.96, 'flw0': 0.65, 'time': 47.34, 'compass': -51.99, 'pitch': 0.12, 'roll': 2.43}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.5, 'state': 'normal', 'rot1': 442, 'rot0': 434, 'rot3': 97, 'rot2': 94, 'depth': 0.165, 'yaw': -15.02, 'datetime': '2018-12-12 14:17:52.940702', 'mgs': 0, 'flw2': 2.56, 'flw1': 3.93, 'flw0': 0.63, 'time': 47.55, 'compass': -43.16, 'pitch': 1.0, 'roll': 2.37}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.22, 'state': 'normal', 'rot1': 443, 'rot0': 436, 'rot3': 98, 'rot2': 95, 'depth': 0.394, 'yaw': -6.48, 'datetime': '2018-12-12 14:17:53.151664', 'mgs': 0, 'flw2': 2.65, 'flw1': 0.0, 'flw0': 0.6, 'time': 47.76, 'compass': -34.62, 'pitch': 1.66, 'roll': 2.18}
{'lipoC2': 7.52, 'temp': 0.0, 'lipoC3S3': 11.07, 'state': 'normal', 'rot1': 445, 'rot0': 439, 'rot3': 98, 'rot2': 95, 'depth': 0.928, 'yaw': 2.26, 'datetime': '2018-12-12 14:17:53.363503', 'mgs': 0, 'flw2': 2.73, 'flw1': 2.31, 'flw0': 0.6, 'time': 47.97, 'compass': -25.88, 'pitch': 1.1, 'roll': 2.35}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.58, 'state': 'normal', 'rot1': 446, 'rot0': 441, 'rot3': 99, 'rot2': 96, 'depth': -0.369, 'yaw': 10.67, 'datetime': '2018-12-12 14:17:53.571628', 'mgs': 0, 'flw2': 2.56, 'flw1': 3.52, 'flw0': 0.56, 'time': 48.18, 'compass': -17.48, 'pitch': 0.51, 'roll': 2.68}
{'lipoC2': 7.32, 'temp': 0.0, 'lipoC3S3': 11.23, 'state': 'normal', 'rot1': 448, 'rot0': 443, 'rot3': 99, 'rot2': 96, 'depth': -0.522, 'yaw': 19.78, 'datetime': '2018-12-12 14:17:53.781433', 'mgs': 0, 'flw2': 2.36, 'flw1': 0.38, 'flw0': 0.65, 'time': 48.39, 'compass': -8.37, 'pitch': 0.6, 'roll': 2.98}
{'lipoC2': 7.42, 'temp': 0.0, 'lipoC3S3': 11.03, 'state': 'normal', 'rot1': 449, 'rot0': 445, 'rot3': 100, 'rot2': 97, 'depth': -0.293, 'yaw': 28.43, 'datetime': '2018-12-12 14:17:53.992546', 'mgs': 0, 'flw2': 2.66, 'flw1': 2.46, 'flw0': 0.79, 'time': 48.6, 'compass': 0.28, 'pitch': 1.25, 'roll': 2.94}
{'lipoC2': 7.51, 'temp': 0.0, 'lipoC3S3': 11.15, 'state': 'normal', 'rot1': 451, 'rot0': 447, 'rot3': 100, 'rot2': 98, 'depth': -0.598, 'yaw': 36.66, 'datetime': '2018-12-12 14:17:54.204635', 'mgs': 0, 'flw2': 0.84, 'flw1': 3.22, 'flw0': 2.65, 'time': 48.81, 'compass': 8.52, 'pitch': 1.58, 'roll': 2.74}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.3, 'state': 'normal', 'rot1': 453, 'rot0': 449, 'rot3': 101, 'rot2': 98, 'depth': 1.233, 'yaw': 42.21, 'datetime': '2018-12-12 14:17:54.412422', 'mgs': 0, 'flw2': 0.9, 'flw1': 0.0, 'flw0': 2.87, 'time': 49.02, 'compass': 14.07, 'pitch': 1.46, 'roll': 2.37}
{'lipoC2': 7.39, 'temp': 0.0, 'lipoC3S3': 11.17, 'state': 'normal', 'rot1': 456, 'rot0': 450, 'rot3': 102, 'rot2': 99, 'depth': -0.064, 'yaw': 44.97, 'datetime': '2018-12-12 14:17:54.622904', 'mgs': 0, 'flw2': 0.7, 'flw1': 2.26, 'flw0': 2.83, 'time': 49.23, 'compass': 16.82, 'pitch': 1.06, 'roll': 1.74}
{'lipoC2': 7.29, 'temp': 0.0, 'lipoC3S3': 11.14, 'state': 'normal', 'rot1': 459, 'rot0': 451, 'rot3': 102, 'rot2': 99, 'depth': -0.674, 'yaw': 45.49, 'datetime': '2018-12-12 14:17:54.835378', 'mgs': 0, 'flw2': 0.7, 'flw1': 3.31, 'flw0': 2.84, 'time': 49.44, 'compass': 17.35, 'pitch': 0.68, 'roll': 1.12}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.52, 'state': 'normal', 'rot1': 461, 'rot0': 453, 'rot3': 103, 'rot2': 100, 'depth': -0.14, 'yaw': 44.46, 'datetime': '2018-12-12 14:17:55.044876', 'mgs': 0, 'flw2': 0.62, 'flw1': 0.0, 'flw0': 2.84, 'time': 49.65, 'compass': 16.31, 'pitch': 0.47, 'roll': 0.96}
{'lipoC2': 7.53, 'temp': 0.0, 'lipoC3S3': 11.18, 'state': 'normal', 'rot1': 464, 'rot0': 454, 'rot3': 104, 'rot2': 101, 'depth': -1.361, 'yaw': 42.34, 'datetime': '2018-12-12 14:17:55.255529', 'mgs': 0, 'flw2': 0.88, 'flw1': 2.52, 'flw0': 2.71, 'time': 49.86, 'compass': 14.19, 'pitch': 0.26, 'roll': 0.76}
{'lipoC2': 7.48, 'temp': 0.0, 'lipoC3S3': 11.18, 'state': 'normal', 'rot1': 466, 'rot0': 455, 'rot3': 104, 'rot2': 101, 'depth': -1.285, 'yaw': 39.31, 'datetime': '2018-12-12 14:17:55.466065', 'mgs': 0, 'flw2': 0.65, 'flw1': 3.31, 'flw0': 2.91, 'time': 50.07, 'compass': 11.17, 'pitch': 0.48, 'roll': 0.27}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.6, 'state': 'normal', 'rot1': 469, 'rot0': 457, 'rot3': 105, 'rot2': 102, 'depth': 1.691, 'yaw': 35.6, 'datetime': '2018-12-12 14:17:55.678653', 'mgs': 0, 'flw2': 0.68, 'flw1': 0.21, 'flw0': 2.61, 'time': 50.28, 'compass': 7.46, 'pitch': 0.94, 'roll': -0.34}
{'lipoC2': 7.3, 'temp': 0.0, 'lipoC3S3': 11.32, 'state': 'normal', 'rot1': 471, 'rot0': 458, 'rot3': 106, 'rot2': 103, 'depth': -0.522, 'yaw': 31.33, 'datetime': '2018-12-12 14:17:55.888834', 'mgs': 0, 'flw2': 0.92, 'flw1': 2.26, 'flw0': 2.47, 'time': 50.49, 'compass': 3.18, 'pitch': 1.0, 'roll': -0.69}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.56, 'state': 'normal', 'rot1': 474, 'rot0': 459, 'rot3': 106, 'rot2': 103, 'depth': 0.317, 'yaw': 26.86, 'datetime': '2018-12-12 14:17:56.098199', 'mgs': 0, 'flw2': 0.99, 'flw1': 3.16, 'flw0': 2.54, 'time': 50.71, 'compass': -1.29, 'pitch': 0.95, 'roll': -0.79}
{'lipoC2': 7.55, 'temp': 0.0, 'lipoC3S3': 11.27, 'state': 'normal', 'rot1': 476, 'rot0': 461, 'rot3': 107, 'rot2': 104, 'depth': -1.132, 'yaw': 21.55, 'datetime': '2018-12-12 14:17:56.308375', 'mgs': 0, 'flw2': 0.71, 'flw1': 0.32, 'flw0': 2.56, 'time': 50.92, 'compass': -6.59, 'pitch': 0.92, 'roll': -0.82}
{'lipoC2': 7.33, 'temp': 0.0, 'lipoC3S3': 11.32, 'state': 'normal', 'rot1': 478, 'rot0': 463, 'rot3': 107, 'rot2': 104, 'depth': 1.996, 'yaw': 16.74, 'datetime': '2018-12-12 14:17:56.520567', 'mgs': 0, 'flw2': 2.5, 'flw1': 3.31, 'flw0': 0.63, 'time': 51.13, 'compass': -11.4, 'pitch': 0.73, 'roll': -0.5}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.19, 'state': 'normal', 'rot1': 479, 'rot0': 465, 'rot3': 109, 'rot2': 105, 'depth': -0.14, 'yaw': 14.93, 'datetime': '2018-12-12 14:17:56.732913', 'mgs': 0, 'flw2': 2.47, 'flw1': 1.76, 'flw0': 0.88, 'time': 51.34, 'compass': -13.21, 'pitch': 1.03, 'roll': 0.15}
{'lipoC2': 7.56, 'temp': 0.0, 'lipoC3S3': 11.29, 'state': 'normal', 'rot1': 481, 'rot0': 467, 'rot3': 109, 'rot2': 106, 'depth': -0.903, 'yaw': 15.42, 'datetime': '2018-12-12 14:17:56.942954', 'mgs': 0, 'flw2': 2.38, 'flw1': 0.0, 'flw0': 0.5, 'time': 51.55, 'compass': -12.72, 'pitch': 1.45, 'roll': 0.29}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.52, 'state': 'normal', 'rot1': 482, 'rot0': 470, 'rot3': 110, 'rot2': 107, 'depth': -0.369, 'yaw': 17.41, 'datetime': '2018-12-12 14:17:57.154059', 'mgs': 0, 'flw2': 2.66, 'flw1': 2.61, 'flw0': 0.85, 'time': 51.76, 'compass': -10.73, 'pitch': 1.21, 'roll': 0.25}
{'lipoC2': 7.47, 'temp': 0.0, 'lipoC3S3': 11.13, 'state': 'normal', 'rot1': 484, 'rot0': 472, 'rot3': 110, 'rot2': 107, 'depth': 0.47, 'yaw': 20.49, 'datetime': '2018-12-12 14:17:57.363818', 'mgs': 0, 'flw2': 2.66, 'flw1': 3.52, 'flw0': 0.82, 'time': 51.97, 'compass': -7.65, 'pitch': 0.73, 'roll': 0.64}
{'lipoC2': 7.55, 'temp': 0.0, 'lipoC3S3': 11.14, 'state': 'normal', 'rot1': 485, 'rot0': 474, 'rot3': 111, 'rot2': 108, 'depth': 1.767, 'yaw': 24.28, 'datetime': '2018-12-12 14:17:57.575810', 'mgs': 0, 'flw2': 2.37, 'flw1': 2.64, 'flw0': 0.87, 'time': 52.18, 'compass': -3.86, 'pitch': 0.72, 'roll': 1.14}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.55, 'state': 'normal', 'rot1': 487, 'rot0': 476, 'rot3': 113, 'rot2': 109, 'depth': 0.851, 'yaw': 28.05, 'datetime': '2018-12-12 14:17:57.787681', 'mgs': 0, 'flw2': 2.55, 'flw1': 2.9, 'flw0': 2.59, 'time': 52.39, 'compass': -0.1, 'pitch': 0.87, 'roll': 1.17}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.55, 'state': 'normal', 'rot1': 490, 'rot0': 479, 'rot3': 113, 'rot2': 110, 'depth': 1.996, 'yaw': 30.35, 'datetime': '2018-12-12 14:17:57.997859', 'mgs': 0, 'flw2': 0.55, 'flw1': 3.63, 'flw0': 2.61, 'time': 52.6, 'compass': 2.21, 'pitch': 1.38, 'roll': 0.68}
{'lipoC2': 7.28, 'temp': 0.0, 'lipoC3S3': 10.93, 'state': 'normal', 'rot1': 493, 'rot0': 480, 'rot3': 114, 'rot2': 111, 'depth': -0.217, 'yaw': 30.83, 'datetime': '2018-12-12 14:17:58.208224', 'mgs': 0, 'flw2': 6.25, 'flw1': 2.4, 'flw0': 5.51, 'time': 52.81, 'compass': 2.69, 'pitch': 1.04, 'roll': -0.07}
{'lipoC2': 7.25, 'temp': 0.0, 'lipoC3S3': 10.93, 'state': 'normal', 'rot1': 497, 'rot0': 484, 'rot3': 115, 'rot2': 112, 'depth': -0.293, 'yaw': 34.6, 'datetime': '2018-12-12 14:17:58.415461', 'mgs': 0, 'flw2': 6.29, 'flw1': 2.05, 'flw0': 6.45, 'time': 53.02, 'compass': 6.46, 'pitch': -0.26, 'roll': 0.32}
{'lipoC2': 7.35, 'temp': 0.0, 'lipoC3S3': 11.48, 'state': 'normal', 'rot1': 501, 'rot0': 488, 'rot3': 116, 'rot2': 113, 'depth': -0.064, 'yaw': 45.64, 'datetime': '2018-12-12 14:17:58.625486', 'mgs': 0, 'flw2': 5.92, 'flw1': 2.23, 'flw0': 6.14, 'time': 53.23, 'compass': 17.5, 'pitch': -1.33, 'roll': 3.21}
{'lipoC2': 7.5, 'temp': 0.0, 'lipoC3S3': 11.01, 'state': 'normal', 'rot1': 505, 'rot0': 492, 'rot3': 117, 'rot2': 114, 'depth': -1.514, 'yaw': 60.28, 'datetime': '2018-12-12 14:17:58.838290', 'mgs': 0, 'flw2': 4.43, 'flw1': 2.96, 'flw0': 5.22, 'time': 53.44, 'compass': 32.14, 'pitch': -1.32, 'roll': 6.42}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.43, 'state': 'normal', 'rot1': 510, 'rot0': 496, 'rot3': 118, 'rot2': 115, 'depth': -0.14, 'yaw': 76.45, 'datetime': '2018-12-12 14:17:59.052098', 'mgs': 0, 'flw2': 3.99, 'flw1': 2.26, 'flw0': 4.68, 'time': 53.65, 'compass': 48.31, 'pitch': 0.6, 'roll': 6.58}
{'lipoC2': 7.34, 'temp': 0.0, 'lipoC3S3': 11.51, 'state': 'normal', 'rot1': 512, 'rot0': 498, 'rot3': 119, 'rot2': 116, 'depth': 2.072, 'yaw': 92.27, 'datetime': '2018-12-12 14:17:59.263545', 'mgs': 0, 'flw2': 3.05, 'flw1': 2.58, 'flw0': 3.25, 'time': 53.86, 'compass': 64.12, 'pitch': 1.74, 'roll': 4.35}
{'lipoC2': 7.27, 'temp': 0.0, 'lipoC3S3': 11.26, 'state': 'normal', 'rot1': 515, 'rot0': 501, 'rot3': 120, 'rot2': 117, 'depth': -1.208, 'yaw': 107.22, 'datetime': '2018-12-12 14:17:59.473169', 'mgs': 0, 'flw2': 2.03, 'flw1': 3.02, 'flw0': 2.29, 'time': 54.07, 'compass': 79.08, 'pitch': 0.98, 'roll': 2.56}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.55, 'state': 'normal', 'rot1': 517, 'rot0': 503, 'rot3': 121, 'rot2': 118, 'depth': 1.691, 'yaw': 121.54, 'datetime': '2018-12-12 14:17:59.684864', 'mgs': 0, 'flw2': 1.46, 'flw1': 2.31, 'flw0': 1.53, 'time': 54.28, 'compass': 93.39, 'pitch': 0.08, 'roll': 2.18}
{'lipoC2': 7.39, 'temp': 0.0, 'lipoC3S3': 11.27, 'state': 'normal', 'rot1': 519, 'rot0': 505, 'rot3': 122, 'rot2': 119, 'depth': 0.241, 'yaw': 135.24, 'datetime': '2018-12-12 14:17:59.895670', 'mgs': 0, 'flw2': 1.11, 'flw1': 2.34, 'flw0': 0.81, 'time': 54.49, 'compass': 107.1, 'pitch': -0.0, 'roll': 2.25}
{'lipoC2': 7.26, 'temp': 0.0, 'lipoC3S3': 11.25, 'state': 'normal', 'rot1': 521, 'rot0': 506, 'rot3': 123, 'rot2': 120, 'depth': -0.827, 'yaw': 148.05, 'datetime': '2018-12-12 14:18:00.104051', 'mgs': 0, 'flw2': 0.42, 'flw1': 1.96, 'flw0': 0.44, 'time': 54.71, 'compass': 119.91, 'pitch': -0.18, 'roll': 2.4}
{'lipoC2': 7.26, 'temp': 0.0, 'lipoC3S3': 11.23, 'state': 'normal', 'rot1': 523, 'rot0': 507, 'rot3': 124, 'rot2': 121, 'depth': -0.827, 'yaw': 159.62, 'datetime': '2018-12-12 14:18:00.313884', 'mgs': 0, 'flw2': 0.27, 'flw1': 2.49, 'flw0': 0.22, 'time': 54.92, 'compass': 131.48, 'pitch': -0.95, 'roll': 2.07}
{'lipoC2': 7.36, 'temp': 0.0, 'lipoC3S3': 11.6, 'state': 'normal', 'rot1': 524, 'rot0': 508, 'rot3': 125, 'rot2': 122, 'depth': -0.14, 'yaw': 169.43, 'datetime': '2018-12-12 14:18:00.525332', 'mgs': 0, 'flw2': 0.31, 'flw1': 2.72, 'flw0': 0.22, 'time': 55.13, 'compass': 141.29, 'pitch': -1.48, 'roll': 1.4}
