{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.7, 'state': 'normal', 'rot1': 0, 'rot0': 0, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': 0.0, 'datetime': '2018-12-18 16:49:51.288074', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.32, 'flw0': 0.09, 'time': 1.26, 'compass': 136.17, 'pitch': -0.06, 'roll': 2.18}
{'lipoC2': 0.16, 'temp': 0.0, 'lipoC3S3': 12.39, 'state': 'normal', 'rot1': 43, 'rot0': 58, 'rot3': 0, 'rot2': 0, 'depth': -0.903, 'yaw': -169.37, 'datetime': '2018-12-18 16:49:57.345908', 'mgs': 0, 'flw2': 0.33, 'flw1': 0.0, 'flw0': 0.56, 'time': 7.3, 'compass': -33.21, 'pitch': -0.45, 'roll': 1.89}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.35, 'state': 'normal', 'rot1': 44, 'rot0': 59, 'rot3': 0, 'rot2': 0, 'depth': -0.903, 'yaw': -166.73, 'datetime': '2018-12-18 16:49:57.551342', 'mgs': 0, 'flw2': 0.5, 'flw1': 0.23, 'flw0': 0.0, 'time': 7.51, 'compass': -30.56, 'pitch': -0.64, 'roll': 1.84}
{'lipoC2': 0.02, 'temp': 0.0, 'lipoC3S3': 12.62, 'state': 'normal', 'rot1': 45, 'rot0': 60, 'rot3': 0, 'rot2': 0, 'depth': -1.208, 'yaw': -163.84, 'datetime': '2018-12-18 16:49:57.761218', 'mgs': 0, 'flw2': 0.35, 'flw1': 0.47, 'flw0': 0.38, 'time': 7.72, 'compass': -27.67, 'pitch': -0.26, 'roll': 1.77}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.66, 'state': 'normal', 'rot1': 46, 'rot0': 61, 'rot3': 0, 'rot2': 0, 'depth': 1.462, 'yaw': -160.81, 'datetime': '2018-12-18 16:49:57.969245', 'mgs': 0, 'flw2': 0.51, 'flw1': 0.0, 'flw0': 0.35, 'time': 7.93, 'compass': -24.65, 'pitch': 0.16, 'roll': 1.77}
{'lipoC2': 0.04, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 47, 'rot0': 62, 'rot3': 0, 'rot2': 0, 'depth': -1.208, 'yaw': -157.63, 'datetime': '2018-12-18 16:49:58.180266', 'mgs': 0, 'flw2': 0.48, 'flw1': 0.38, 'flw0': 0.33, 'time': 8.14, 'compass': -21.46, 'pitch': -0.15, 'roll': 1.94}
{'lipoC2': 0.04, 'temp': 0.0, 'lipoC3S3': 12.42, 'state': 'normal', 'rot1': 48, 'rot0': 63, 'rot3': 0, 'rot2': 0, 'depth': 1.233, 'yaw': -154.3, 'datetime': '2018-12-18 16:49:58.390118', 'mgs': 0, 'flw2': 0.48, 'flw1': 0.0, 'flw0': 0.43, 'time': 8.35, 'compass': -18.13, 'pitch': -0.66, 'roll': 2.32}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.74, 'state': 'normal', 'rot1': 49, 'rot0': 64, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': -150.92, 'datetime': '2018-12-18 16:49:58.598389', 'mgs': 0, 'flw2': 0.56, 'flw1': 0.06, 'flw0': 0.01, 'time': 8.55, 'compass': -14.75, 'pitch': -0.48, 'roll': 2.47}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 50, 'rot0': 65, 'rot3': 0, 'rot2': 0, 'depth': -1.59, 'yaw': -147.22, 'datetime': '2018-12-18 16:49:58.807298', 'mgs': 0, 'flw2': 0.5, 'flw1': 0.0, 'flw0': 0.43, 'time': 8.76, 'compass': -11.05, 'pitch': 0.2, 'roll': 2.37}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.55, 'state': 'normal', 'rot1': 51, 'rot0': 66, 'rot3': 0, 'rot2': 0, 'depth': 0.012, 'yaw': -143.33, 'datetime': '2018-12-18 16:49:59.014717', 'mgs': 0, 'flw2': 0.51, 'flw1': 0.26, 'flw0': 0.22, 'time': 8.97, 'compass': -7.17, 'pitch': 0.38, 'roll': 2.27}
{'lipoC2': 0.06, 'temp': 0.0, 'lipoC3S3': 12.37, 'state': 'normal', 'rot1': 51, 'rot0': 66, 'rot3': 0, 'rot2': 0, 'depth': 1.157, 'yaw': -139.69, 'datetime': '2018-12-18 16:49:59.224329', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.35, 'flw0': 0.11, 'time': 9.18, 'compass': -3.53, 'pitch': -0.1, 'roll': 2.21}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.33, 'state': 'normal', 'rot1': 51, 'rot0': 66, 'rot3': 0, 'rot2': 0, 'depth': -0.903, 'yaw': -136.53, 'datetime': '2018-12-18 16:49:59.433515', 'mgs': 0, 'flw2': 0.2, 'flw1': 0.06, 'flw0': 0.0, 'time': 9.39, 'compass': -0.36, 'pitch': -0.57, 'roll': 2.13}
{'lipoC2': 0.16, 'temp': 0.0, 'lipoC3S3': 12.45, 'state': 'normal', 'rot1': 51, 'rot0': 66, 'rot3': 0, 'rot2': 0, 'depth': -1.819, 'yaw': -133.78, 'datetime': '2018-12-18 16:49:59.643395', 'mgs': 0, 'flw2': 0.18, 'flw1': 0.18, 'flw0': 0.0, 'time': 9.6, 'compass': 2.39, 'pitch': -0.32, 'roll': 1.9}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.46, 'state': 'normal', 'rot1': 51, 'rot0': 66, 'rot3': 0, 'rot2': 0, 'depth': 0.317, 'yaw': -131.31, 'datetime': '2018-12-18 16:49:59.850445', 'mgs': 0, 'flw2': 0.18, 'flw1': 0.23, 'flw0': 0.0, 'time': 9.81, 'compass': 4.86, 'pitch': 0.13, 'roll': 1.79}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.6, 'state': 'normal', 'rot1': 52, 'rot0': 67, 'rot3': 0, 'rot2': 0, 'depth': -1.971, 'yaw': -129.31, 'datetime': '2018-12-18 16:50:00.059933', 'mgs': 0, 'flw2': 0.45, 'flw1': 0.47, 'flw0': 0.38, 'time': 10.02, 'compass': 6.86, 'pitch': 0.22, 'roll': 1.85}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 54, 'rot0': 68, 'rot3': 0, 'rot2': 0, 'depth': -1.59, 'yaw': -128.39, 'datetime': '2018-12-18 16:50:00.268078', 'mgs': 0, 'flw2': 0.49, 'flw1': 0.44, 'flw0': 0.32, 'time': 10.22, 'compass': 7.77, 'pitch': 0.12, 'roll': 1.8}
{'lipoC2': 0.12, 'temp': 0.0, 'lipoC3S3': 12.72, 'state': 'normal', 'rot1': 55, 'rot0': 69, 'rot3': 0, 'rot2': 0, 'depth': -2.505, 'yaw': -128.32, 'datetime': '2018-12-18 16:50:00.475124', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.18, 'flw0': 0.63, 'time': 10.43, 'compass': 7.84, 'pitch': 0.16, 'roll': 1.76}
{'lipoC2': 0.08, 'temp': 0.0, 'lipoC3S3': 12.34, 'state': 'normal', 'rot1': 56, 'rot0': 70, 'rot3': 0, 'rot2': 0, 'depth': 0.317, 'yaw': -129.03, 'datetime': '2018-12-18 16:50:00.687667', 'mgs': 0, 'flw2': 0.57, 'flw1': 0.0, 'flw0': 0.22, 'time': 10.64, 'compass': 7.14, 'pitch': 0.39, 'roll': 1.71}
{'lipoC2': 0.11, 'temp': 0.0, 'lipoC3S3': 12.55, 'state': 'normal', 'rot1': 57, 'rot0': 72, 'rot3': 0, 'rot2': 0, 'depth': -2.048, 'yaw': -130.48, 'datetime': '2018-12-18 16:50:00.897649', 'mgs': 0, 'flw2': 0.55, 'flw1': 0.18, 'flw0': 0.18, 'time': 10.85, 'compass': 5.68, 'pitch': 0.56, 'roll': 1.65}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.46, 'state': 'normal', 'rot1': 58, 'rot0': 72, 'rot3': 0, 'rot2': 0, 'depth': 0.851, 'yaw': -132.57, 'datetime': '2018-12-18 16:50:01.133865', 'mgs': 0, 'flw2': 0.34, 'flw1': 0.0, 'flw0': 0.56, 'time': 11.06, 'compass': 3.6, 'pitch': 0.46, 'roll': 1.65}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.63, 'state': 'normal', 'rot1': 59, 'rot0': 73, 'rot3': 0, 'rot2': 0, 'depth': -2.277, 'yaw': -136.06, 'datetime': '2018-12-18 16:50:01.416829', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.5, 'flw0': 0.0, 'time': 11.37, 'compass': 0.11, 'pitch': -0.05, 'roll': 1.74}
{'lipoC2': 0.04, 'temp': 0.0, 'lipoC3S3': 12.42, 'state': 'normal', 'rot1': 59, 'rot0': 73, 'rot3': 0, 'rot2': 0, 'depth': 1.309, 'yaw': -137.97, 'datetime': '2018-12-18 16:50:01.625033', 'mgs': 0, 'flw2': 0.11, 'flw1': 0.0, 'flw0': 0.02, 'time': 11.58, 'compass': -1.8, 'pitch': -0.08, 'roll': 1.94}
{'lipoC2': 0.09, 'temp': 0.0, 'lipoC3S3': 12.68, 'state': 'normal', 'rot1': 59, 'rot0': 73, 'rot3': 0, 'rot2': 0, 'depth': -1.971, 'yaw': -139.8, 'datetime': '2018-12-18 16:50:01.834466', 'mgs': 0, 'flw2': 0.07, 'flw1': 0.0, 'flw0': 0.11, 'time': 11.79, 'compass': -3.64, 'pitch': 0.07, 'roll': 2.14}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.62, 'state': 'normal', 'rot1': 59, 'rot0': 73, 'rot3': 0, 'rot2': 0, 'depth': 1.157, 'yaw': -141.51, 'datetime': '2018-12-18 16:50:02.048239', 'mgs': 0, 'flw2': 0.23, 'flw1': 0.0, 'flw0': 0.0, 'time': 12.0, 'compass': -5.35, 'pitch': -0.05, 'roll': 2.19}
{'lipoC2': 0.06, 'temp': 0.0, 'lipoC3S3': 12.35, 'state': 'normal', 'rot1': 59, 'rot0': 73, 'rot3': 0, 'rot2': 0, 'depth': 1.157, 'yaw': -143.14, 'datetime': '2018-12-18 16:50:02.260979', 'mgs': 0, 'flw2': 0.22, 'flw1': 0.0, 'flw0': 0.0, 'time': 12.21, 'compass': -6.98, 'pitch': -0.35, 'roll': 2.03}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.75, 'state': 'normal', 'rot1': 59, 'rot0': 73, 'rot3': 0, 'rot2': 0, 'depth': 1.691, 'yaw': -144.69, 'datetime': '2018-12-18 16:50:02.465200', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.21, 'flw0': 0.2, 'time': 12.42, 'compass': -8.53, 'pitch': -0.41, 'roll': 1.7}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.75, 'state': 'normal', 'rot1': 59, 'rot0': 73, 'rot3': 0, 'rot2': 0, 'depth': 1.767, 'yaw': -146.12, 'datetime': '2018-12-18 16:50:02.673083', 'mgs': 0, 'flw2': 0.63, 'flw1': 0.12, 'flw0': 0.13, 'time': 12.62, 'compass': -9.96, 'pitch': -0.21, 'roll': 1.66}
{'lipoC2': 0.01, 'temp': 0.0, 'lipoC3S3': 12.45, 'state': 'normal', 'rot1': 60, 'rot0': 74, 'rot3': 0, 'rot2': 0, 'depth': -0.14, 'yaw': -146.92, 'datetime': '2018-12-18 16:50:02.882045', 'mgs': 0, 'flw2': 0.59, 'flw1': 0.0, 'flw0': 0.29, 'time': 12.83, 'compass': -10.75, 'pitch': 0.06, 'roll': 2.09}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.72, 'state': 'normal', 'rot1': 61, 'rot0': 75, 'rot3': 0, 'rot2': 0, 'depth': 1.614, 'yaw': -146.81, 'datetime': '2018-12-18 16:50:03.091307', 'mgs': 0, 'flw2': 0.01, 'flw1': 0.21, 'flw0': 0.56, 'time': 13.04, 'compass': -10.64, 'pitch': 0.14, 'roll': 2.49}
{'lipoC2': 0.1, 'temp': 0.0, 'lipoC3S3': 12.31, 'state': 'normal', 'rot1': 62, 'rot0': 76, 'rot3': 0, 'rot2': 0, 'depth': 0.394, 'yaw': -145.91, 'datetime': '2018-12-18 16:50:03.299124', 'mgs': 0, 'flw2': 0.05, 'flw1': 0.03, 'flw0': 0.61, 'time': 13.25, 'compass': -9.74, 'pitch': 0.07, 'roll': 2.68}
{'lipoC2': 0.13, 'temp': 0.0, 'lipoC3S3': 12.31, 'state': 'normal', 'rot1': 63, 'rot0': 77, 'rot3': 0, 'rot2': 0, 'depth': 0.623, 'yaw': -144.43, 'datetime': '2018-12-18 16:50:03.509716', 'mgs': 0, 'flw2': 0.52, 'flw1': 0.0, 'flw0': 0.04, 'time': 13.46, 'compass': -8.27, 'pitch': 0.07, 'roll': 2.67}
{'lipoC2': 0.06, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': -1.819, 'yaw': -142.36, 'datetime': '2018-12-18 16:50:03.719014', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.5, 'flw0': 0.0, 'time': 13.67, 'compass': -6.19, 'pitch': 0.25, 'roll': 2.58}
{'lipoC2': 0.05, 'temp': 0.0, 'lipoC3S3': 12.59, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': -1.743, 'yaw': -140.44, 'datetime': '2018-12-18 16:50:03.928325', 'mgs': 0, 'flw2': 0.07, 'flw1': 0.5, 'flw0': 0.07, 'time': 13.88, 'compass': -4.28, 'pitch': 0.3, 'roll': 2.15}
{'lipoC2': 0.02, 'temp': 0.0, 'lipoC3S3': 12.63, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': -1.437, 'yaw': -138.83, 'datetime': '2018-12-18 16:50:04.136237', 'mgs': 0, 'flw2': 0.21, 'flw1': 0.0, 'flw0': 0.0, 'time': 14.09, 'compass': -2.66, 'pitch': 0.16, 'roll': 1.7}
{'lipoC2': 0.02, 'temp': 0.0, 'lipoC3S3': 12.46, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': 0.012, 'yaw': -137.48, 'datetime': '2018-12-18 16:50:04.345659', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.47, 'flw0': 0.04, 'time': 14.29, 'compass': -1.31, 'pitch': 0.14, 'roll': 1.57}
{'lipoC2': 0.0, 'temp': 0.0, 'lipoC3S3': 12.31, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': 1.233, 'yaw': -136.18, 'datetime': '2018-12-18 16:50:04.553910', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.06, 'flw0': 0.22, 'time': 14.5, 'compass': -0.01, 'pitch': 0.1, 'roll': 1.8}
{'lipoC2': 0.16, 'temp': 0.0, 'lipoC3S3': 12.37, 'state': 'normal', 'rot1': 64, 'rot0': 78, 'rot3': 0, 'rot2': 0, 'depth': -1.132, 'yaw': -134.99, 'datetime': '2018-12-18 16:50:04.763023', 'mgs': 0, 'flw2': 0.0, 'flw1': 0.0, 'flw0': 0.21, 'time': 14.71, 'compass': 1.17, 'pitch': -0.14, 'roll': 2.29}
